InvoiceNo,SKU,Quantity,InvoiceDate,Country
550500,22260,2,30/04/2021,NA_Sweden
550516,21340,9,30/04/2021,14502_Sweden
550525,21135,6,01/05/2021,14672_Sweden
550624,20719,10,01/05/2021,14201_Sweden
550636,20719,5,01/05/2021,NA_Sweden
550638,22858,2,01/05/2021,NA_Sweden
550799,21340,1,02/05/2021,17115_Sweden
550835,22858,6,03/05/2021,15034_Sweden
550835,84849B,12,03/05/2021,15034_Sweden
550911,21380,6,03/05/2021,12354_Sweden
550968,21232,12,03/05/2021,14961_Sweden
550986,22677,2,03/05/2021,NA_Sweden
551014,23194,8,08/05/2021,13209_Sweden
551137,22089,2,08/05/2021,15581_Sweden
551142,21340,3,08/05/2021,17613_Sweden
551152,22089,1,08/05/2021,13230_Sweden
551158,22089,4,08/05/2021,16823_Sweden
551174,20719,2,08/05/2021,NA_Sweden
551258,20719,20,09/05/2021,12621_Sweden
551291,17038,200,09/05/2021,14298_Sweden
551440,22663,1,10/05/2021,15311_Sweden
551516,23077,20,13/05/2021,14800_Sweden
551516,22663,2,13/05/2021,14800_Sweden
551518,84997A,2,13/05/2021,15708_Sweden
551519,22693,24,13/05/2021,14304_Sweden
551547,22081,1,15/05/2021,NA_Sweden
551558,46138B,1,15/05/2021,17841_Sweden
551721,21259,1,15/05/2021,14711_Sweden
551868,21340,8,16/05/2021,12540_Sweden
551874,21380,6,17/05/2021,16422_Sweden
551958,22677,10,17/05/2021,13883_Sweden
552039,21232,12,18/05/2021,13081_Sweden
552183,21644,12,18/05/2021,17604_Sweden
552232,21272,1,18/05/2021,NA_Sweden
552232,21232,3,18/05/2021,NA_Sweden
552256,21781,1,20/05/2021,16621_Sweden
552269,10125,1,20/05/2021,16121_Sweden
552290,22663,1,20/05/2021,16007_Sweden
552306,22693,24,20/05/2021,13911_Sweden
552358,23009,2,21/05/2021,15673_Sweden
552404,46000M,20,21/05/2021,15932_Sweden
552508,20719,1,21/05/2021,NA_Sweden
552544,20719,10,22/05/2021,13320_Sweden
552574,21672,96,22/05/2021,15311_Sweden
552638,21259,2,22/05/2021,17700_Sweden
552649,20719,30,22/05/2021,12592_Sweden
552652,22663,1,22/05/2021,14591_Sweden
552675,22663,1,22/05/2021,NA_Sweden
552678,22677,1,22/05/2021,NA_Sweden
552678,22637,2,22/05/2021,NA_Sweden
552703,84673B,1,22/05/2021,14462_Sweden
552825,23175,6,23/05/2021,15296_Sweden
552854,84559A,12,23/05/2021,14748_Sweden
552883,23175,48,24/05/2021,14646_Sweden
553035,22619,1,24/05/2021,17337_Sweden
553174,23077,20,27/05/2021,16206_Sweden
553175,22089,1,27/05/2021,NA_Sweden
553189,21364,1,27/05/2021,15033_Sweden
553190,21476,1,27/05/2021,15164_Sweden
553198,21340,4,27/05/2021,13752_Sweden
553343,21340,2,28/05/2021,16642_Sweden
553385,23175,1,28/05/2021,16710_Sweden
553387,46776B,4,28/05/2021,NA_Sweden
553461,23175,6,29/05/2021,16316_Sweden
553463,23175,6,29/05/2021,13488_Sweden
553507,84997A,1,29/05/2021,17220_Sweden
553522,21272,2,29/05/2021,15005_Sweden
553524,21340,1,29/05/2021,15570_Sweden
553527,84997A,4,29/05/2021,15123_Sweden
553546,22619,80,29/05/2021,12415_Sweden
553571,23009,2,30/05/2021,17287_Sweden
553666,21232,72,30/05/2021,12679_Sweden
553686,22619,8,30/05/2021,14911_Sweden
553691,22663,10,30/05/2021,15311_Sweden
553731,20719,20,31/05/2021,12481_Sweden
553832,21232,12,31/05/2021,12957_Sweden
553838,22637,4,31/05/2021,12620_Sweden
553890,17084N,3,31/05/2021,NA_Sweden
553901,22637,6,31/05/2021,14911_Sweden
553922,22089,6,01/06/2021,17926_Sweden
554054,21672,2,01/06/2021,NA_Sweden
554089,21340,2,03/06/2021,13527_Sweden
554105,21272,1,03/06/2021,14711_Sweden
554278,21135,8,04/06/2021,13831_Sweden
554371,21577,6,05/06/2021,17659_Sweden
554543,22089,6,06/06/2021,16091_Sweden
554651,22795,2,06/06/2021,12779_Sweden
554713,20719,10,07/06/2021,12654_Sweden
554814,20719,10,07/06/2021,16609_Sweden
554842,23175,4,07/06/2021,14740_Sweden
554843,22693,24,07/06/2021,13911_Sweden
554860,21672,12,08/06/2021,15249_Sweden
554918,22089,1,08/06/2021,17345_Sweden
554929,21232,12,08/06/2021,13018_Sweden
554942,20719,1,08/06/2021,17841_Sweden
554961,22663,1,08/06/2021,NA_Sweden
555076,22637,6,12/06/2021,13900_Sweden
555108,21232,4,12/06/2021,18231_Sweden
555150,22794,1,12/06/2021,NA_Sweden
555275,21380,1,13/06/2021,NA_Sweden
555275,46776B,1,13/06/2021,NA_Sweden
555276,84536B,1,13/06/2021,NA_Sweden
555278,22693,1,13/06/2021,NA_Sweden
555278,90114,1,13/06/2021,NA_Sweden
555320,22089,1,14/06/2021,NA_Sweden
555324,22089,1,14/06/2021,NA_Sweden
555340,22693,24,14/06/2021,13334_Sweden
555368,21115,2,14/06/2021,13437_Sweden
555397,84997A,1,14/06/2021,NA_Sweden
555397,90114,1,14/06/2021,NA_Sweden
555473,21672,36,15/06/2021,14700_Sweden
555502,21340,1,15/06/2021,NA_Sweden
555510,21577,1,15/06/2021,NA_Sweden
555515,21340,4,17/06/2021,17690_Sweden
555537,22693,24,17/06/2021,15453_Sweden
555637,22794,2,18/06/2021,12535_Sweden
555722,85131B,1,18/06/2021,NA_Sweden
555832,22795,4,19/06/2021,15969_Sweden
555845,84849B,2,19/06/2021,17015_Sweden
555853,21272,1,19/06/2021,14375_Sweden
555923,21672,2,19/06/2021,NA_Sweden
555924,90114,3,19/06/2021,NA_Sweden
555947,37340,48,20/06/2021,14911_Sweden
555949,21672,12,20/06/2021,16626_Sweden
556056,21672,3,20/06/2021,17841_Sweden
556088,22663,1,20/06/2021,NA_Sweden
556102,22693,24,20/06/2021,13115_Sweden
556108,20719,3,20/06/2021,NA_Sweden
556125,21259,2,21/06/2021,12947_Sweden
556186,22089,6,21/06/2021,14241_Sweden
556191,21672,24,21/06/2021,14501_Sweden
556205,23236C,6,21/06/2021,15827_Sweden
556237,84673B,1,21/06/2021,NA_Sweden
556245,22663,1,21/06/2021,17841_Sweden
556427,37340,1,22/06/2021,NA_Sweden
556459,21380,1,22/06/2021,NA_Sweden
556460,23236,6,24/06/2021,14276_Sweden
556474,22663,1,24/06/2021,16007_Sweden
556504,90114,6,25/06/2021,13936_Sweden
556533,22693,24,25/06/2021,15625_Sweden
556636,84559A,1,25/06/2021,NA_Sweden
556680,23236C,6,26/06/2021,13971_Sweden
556722,23236,6,26/06/2021,17428_Sweden
556751,23236C,48,26/06/2021,15251_Sweden
556784,23175,4,26/06/2021,14461_Sweden
556788,23077,20,26/06/2021,15129_Sweden
556794,21115,2,26/06/2021,13720_Sweden
556812,21098,1,26/06/2021,NA_Sweden
556812,21672,7,26/06/2021,NA_Sweden
556916,84559A,1,27/06/2021,16898_Sweden
556917,23236C,144,27/06/2021,12415_Sweden
556924,23077,20,27/06/2021,NA_Sweden
556928,23236,48,27/06/2021,14156_Sweden
557013,22663,6,28/06/2021,15044_Sweden
557020,20719,100,28/06/2021,13246_Sweden
557119,21672,36,28/06/2021,17416_Sweden
557222,22089,12,29/06/2021,14936_Sweden
557233,23242,2,29/06/2021,15356_Sweden
557275,84997A,4,01/07/2021,15544_Sweden
557293,22141,1,01/07/2021,16326_Sweden
557471,46776B,4,02/07/2021,15825_Sweden
557484,23236C,1,02/07/2021,14796_Sweden
557492,20996,24,02/07/2021,13717_Sweden
557577,84849B,3,03/07/2021,14606_Sweden
557626,23175,6,03/07/2021,14175_Sweden
557628,21380,2,03/07/2021,15311_Sweden
557632,22663,10,03/07/2021,17420_Sweden
557640,21232,10,03/07/2021,NA_Sweden
557643,22089,3,03/07/2021,NA_Sweden
557669,22693,24,04/07/2021,12674_Sweden
557935,21340,16,05/07/2021,13929_Sweden
557949,22693,24,05/07/2021,15530_Sweden
557995,22693,24,06/07/2021,17979_Sweden
558031,22795,2,06/07/2021,14180_Sweden
558075,22794,1,06/07/2021,17858_Sweden
558096,22794,1,08/07/2021,15532_Sweden
558096,21259,1,08/07/2021,15532_Sweden
558098,21232,12,08/07/2021,18044_Sweden
558113,21672,12,09/07/2021,14911_Sweden
558116,22663,1,09/07/2021,NA_Sweden
558119,22089,3,09/07/2021,NA_Sweden
558183,22677,2,09/07/2021,15996_Sweden
558194,21380,1,09/07/2021,14583_Sweden
558198,17038,1,09/07/2021,14104_Sweden
558237,22663,2,09/07/2021,12867_Sweden
558240,21232,1,09/07/2021,NA_Sweden
558370,22231,7,10/07/2021,17750_Sweden
558475,22693,1,11/07/2021,NA_Sweden
558475,21628,2,11/07/2021,NA_Sweden
558540,21628,2,12/07/2021,17706_Sweden
558556,85135C,1,12/07/2021,17954_Sweden
558558,23236C,1,12/07/2021,17841_Sweden
558558,20996,2,12/07/2021,17841_Sweden
558608,21577,6,12/07/2021,12524_Sweden
558614,21781,1,12/07/2021,NA_Sweden
558614,22794,1,12/07/2021,NA_Sweden
558731,20719,10,13/07/2021,13285_Sweden
558777,84536B,3,16/07/2021,NA_Sweden
558810,22663,3,16/07/2021,NA_Sweden
558835,84997a,1,16/07/2021,NA_Sweden
558861,21672,12,16/07/2021,13373_Sweden
558872,22641,15,16/07/2021,17464_Sweden
558877,21672,4,16/07/2021,17841_Sweden
558891,22089,12,16/07/2021,16861_Sweden
558904,21135,16,16/07/2021,NA_Sweden
559001,21259,2,17/07/2021,18198_Sweden
559004,21577,6,17/07/2021,12428_Sweden
559028,20719,10,17/07/2021,12839_Sweden
559055,84559A,1,17/07/2021,NA_Sweden
559055,23236C,1,17/07/2021,NA_Sweden
559055,22089,1,17/07/2021,NA_Sweden
559070,21232,12,18/07/2021,13468_Sweden
559133,21232,2,18/07/2021,17861_Sweden
559134,23236C,6,18/07/2021,12700_Sweden
559162,84559A,1,18/07/2021,NA_Sweden
559162,21232,2,18/07/2021,NA_Sweden
559163,21232,1,18/07/2021,NA_Sweden
559297,21232,12,19/07/2021,16743_Sweden
559307,23242,4,19/07/2021,15356_Sweden
559337,85131B,4,19/07/2021,NA_Sweden
559464,22231,12,20/07/2021,15157_Sweden
559506,22231,1,20/07/2021,NA_Sweden
559506,21380,1,20/07/2021,NA_Sweden
559521,23242,1,20/07/2021,NA_Sweden
559551,23323,1,22/07/2021,16877_Sweden
559607,23236C,6,23/07/2021,12681_Sweden
559691,22089,12,23/07/2021,13089_Sweden
559693,22231,2,23/07/2021,NA_Sweden
559693,22663,6,23/07/2021,NA_Sweden
559804,22794,2,24/07/2021,17405_Sweden
559817,20996,2,24/07/2021,NA_Sweden
559918,22663,10,25/07/2021,18225_Sweden
559922,22677,10,25/07/2021,14400_Sweden
559942,23175,48,26/07/2021,17396_Sweden
559979,20719,10,26/07/2021,14862_Sweden
560090,21577,2,26/07/2021,NA_Sweden
560125,22141,1,27/07/2021,18118_Sweden
560207,85135C,2,27/07/2021,15301_Sweden
560225,21577,4,27/07/2021,NA_Sweden
560225,21232,1,27/07/2021,NA_Sweden
560225,21628,1,27/07/2021,NA_Sweden
560248,22795,1,29/07/2021,16255_Sweden
560270,21272,2,29/07/2021,16744_Sweden
560280,21380,24,29/07/2021,16422_Sweden
560393,20719,10,30/07/2021,14808_Sweden
560434,20719,5,30/07/2021,NA_Sweden
560451,23175,4,31/07/2021,14911_Sweden
560504,20719,20,31/07/2021,13081_Sweden
560527,23236C,6,31/07/2021,15727_Sweden
560552,21232,1,31/07/2021,15311_Sweden
560590,22637,8,31/07/2021,12560_Sweden
560635,20719,10,01/08/2021,12521_Sweden
560650,84086B,2,01/08/2021,15529_Sweden
560694,22663,10,01/08/2021,12757_Sweden
560728,21672,12,01/08/2021,12520_Sweden
560729,23009,1,01/08/2021,17511_Sweden
560772,17084N,10,01/08/2021,NA_Sweden
560772,21577,8,01/08/2021,NA_Sweden
560773,17084N,5,01/08/2021,NA_Sweden
560780,84997a,1,02/08/2021,NA_Sweden
560863,23242,1,02/08/2021,12748_Sweden
560872,22663,10,02/08/2021,14745_Sweden
560878,23242,2,02/08/2021,14410_Sweden
560879,20996,24,02/08/2021,16654_Sweden
560920,23175,4,02/08/2021,15370_Sweden
560926,20996,5,03/08/2021,NA_Sweden
561038,21340,1,05/08/2021,17114_Sweden
561077,23236C,6,05/08/2021,17649_Sweden
561085,22081,10,06/08/2021,14367_Sweden
561098,21259,2,06/08/2021,14194_Sweden
561100,21232,12,06/08/2021,15289_Sweden
561113,21672,10,06/08/2021,17841_Sweden
561194,23236C,6,06/08/2021,13814_Sweden
561195,21232,8,06/08/2021,14796_Sweden
561214,23236C,3,06/08/2021,NA_Sweden
561218,22663,1,06/08/2021,NA_Sweden
561322,37340,48,07/08/2021,15203_Sweden
561355,23009,6,07/08/2021,13090_Sweden
561369,21232,1,07/08/2021,NA_Sweden
561515,84536B,2,08/08/2021,NA_Sweden
561515,22693,1,08/08/2021,NA_Sweden
561600,21380,2,09/08/2021,15861_Sweden
561631,23175,8,09/08/2021,14911_Sweden
561633,23175,384,09/08/2021,17949_Sweden
561642,84997A,1,09/08/2021,17965_Sweden
561654,22794,4,09/08/2021,14973_Sweden
561690,21232,12,10/08/2021,13875_Sweden
561861,21340,24,12/08/2021,16839_Sweden
561869,23345,1,12/08/2021,16764_Sweden
561876,22637,4,12/08/2021,14472_Sweden
561882,22619,4,12/08/2021,13388_Sweden
561883,22795,2,12/08/2021,13388_Sweden
561892,23009,2,12/08/2021,NA_Sweden
561898,21135,8,12/08/2021,12456_Sweden
561910,22795,6,13/08/2021,17053_Sweden
561911,21672,12,13/08/2021,12534_Sweden
561923,22663,10,13/08/2021,14112_Sweden
562024,46776B,2,13/08/2021,NA_Sweden
562034,23236C,6,14/08/2021,12449_Sweden
562092,21115,2,14/08/2021,16133_Sweden
562106,84559A,4,14/08/2021,14076_Sweden
562114,22693,1,14/08/2021,NA_Sweden
562158,21232,1,15/08/2021,15039_Sweden
562220,22619,4,15/08/2021,15150_Sweden
562263,23323,5,15/08/2021,17514_Sweden
562370,23345,12,16/08/2021,12626_Sweden
562450,23345,12,17/08/2021,12562_Sweden
562551,21380,2,17/08/2021,17231_Sweden
562564,22141,8,19/08/2021,15058_Sweden
562680,85135C,1,20/08/2021,17954_Sweden
562710,20719,30,20/08/2021,14298_Sweden
562715,21628,1,20/08/2021,NA_Sweden
562733,21672,12,21/08/2021,14626_Sweden
562789,23236C,96,21/08/2021,14646_Sweden
562843,85131B,2,21/08/2021,NA_Sweden
562847,23323,6,22/08/2021,16245_Sweden
562893,23240,6,22/08/2021,17442_Sweden
562949,22619,4,23/08/2021,14346_Sweden
562955,22089,13,23/08/2021,NA_Sweden
562955,22637,1,23/08/2021,NA_Sweden
562955,21272,1,23/08/2021,NA_Sweden
562963,23077,20,23/08/2021,13203_Sweden
563033,21672,8,23/08/2021,16928_Sweden
563165,23345,200,24/08/2021,14646_Sweden
563174,23345,12,24/08/2021,16746_Sweden
563193,90114,1,24/08/2021,NA_Sweden
563227,23077,40,26/08/2021,14301_Sweden
563328,20996,1,27/08/2021,14606_Sweden
563431,20719,10,28/08/2021,16266_Sweden
563442,21135,8,28/08/2021,17637_Sweden
563500,23077,20,28/08/2021,15856_Sweden
563502,23323,6,29/08/2021,12722_Sweden
563557,22081,10,29/08/2021,15786_Sweden
563557,22795,2,29/08/2021,15786_Sweden
563571,22663,1,29/08/2021,15541_Sweden
563578,21232,12,29/08/2021,12949_Sweden
563580,23240,1,29/08/2021,16706_Sweden
563585,23323,4,29/08/2021,17070_Sweden
563613,23345,12,30/08/2021,12688_Sweden
563638,84997A,2,30/08/2021,15311_Sweden
563698,22081,2,30/08/2021,14667_Sweden
563699,23240,6,30/08/2021,13381_Sweden
563735,21232,12,30/08/2021,16743_Sweden
563841,23009,6,31/08/2021,17402_Sweden
563848,21672,24,31/08/2021,14911_Sweden
563928,22663,3,02/09/2021,17059_Sweden
563929,23240,2,02/09/2021,15031_Sweden
564049,17038,30,03/09/2021,17585_Sweden
564061,23242,1,03/09/2021,14505_Sweden
564062,21628,6,03/09/2021,17706_Sweden
564090,23240,6,04/09/2021,17041_Sweden
564135,21672,12,04/09/2021,16550_Sweden
564141,21672,3,04/09/2021,17841_Sweden
564199,23240,2,04/09/2021,13263_Sweden
564304,21115,1,05/09/2021,14527_Sweden
564316,22663,10,05/09/2021,13985_Sweden
564356,22677,11,05/09/2021,13969_Sweden
564430,22663,10,06/09/2021,15955_Sweden
564476,21340,1,06/09/2021,12610_Sweden
564729,23240,1,09/09/2021,13137_Sweden
564746,21672,12,09/09/2021,17633_Sweden
564755,20719,1,11/09/2021,NA_Sweden
564757,22663,1,11/09/2021,NA_Sweden
564817,82486,2,11/09/2021,NA_Sweden
564835,82486,1,11/09/2021,NA_Sweden
564860,21672,12,12/09/2021,17725_Sweden
564950,82486,4,12/09/2021,17320_Sweden
564958,23345,12,12/09/2021,13089_Sweden
564962,20996,6,12/09/2021,17777_Sweden
564974,22677,2,12/09/2021,NA_Sweden
565141,21672,1,13/09/2021,17841_Sweden
565231,23240,2,14/09/2021,NA_Sweden
565233,21232,1,14/09/2021,NA_Sweden
565286,21259,1,14/09/2021,NA_Sweden
565443,21380,6,16/09/2021,12567_Sweden
565515,23240,12,17/09/2021,17491_Sweden
565594,23240,6,17/09/2021,13510_Sweden
565673,23323,12,18/09/2021,14441_Sweden
565682,23240,1,18/09/2021,14796_Sweden
565730,21644,6,18/09/2021,14715_Sweden
565763,23376,432,18/09/2021,14739_Sweden
565778,21340,1,18/09/2021,17460_Sweden
565803,22663,10,19/09/2021,17735_Sweden
565807,22794,2,19/09/2021,14334_Sweden
565840,23240,1,19/09/2021,NA_Sweden
565847,37340,6,19/09/2021,NA_Sweden
565916,23175,4,19/09/2021,14156_Sweden
565917,21380,1,19/09/2021,NA_Sweden
565919,21380,2,19/09/2021,NA_Sweden
566094,23077,20,21/09/2021,17965_Sweden
566175,21672,12,21/09/2021,18237_Sweden
566213,21340,1,21/09/2021,14895_Sweden
566220,23240,48,21/09/2021,15251_Sweden
566249,23323,6,23/09/2021,13527_Sweden
566275,21232,4,23/09/2021,16549_Sweden
566289,22693,24,23/09/2021,15601_Sweden
566301,23323,1,23/09/2021,16474_Sweden
566303,21232,12,24/09/2021,12997_Sweden
566395,23175,12,24/09/2021,14952_Sweden
566408,23242,2,24/09/2021,16984_Sweden
566425,20719,10,24/09/2021,16458_Sweden
566433,21340,8,24/09/2021,16839_Sweden
566442,23424,4,24/09/2021,14732_Sweden
566446,22663,1,24/09/2021,NA_Sweden
566489,21672,12,25/09/2021,16814_Sweden
566561,23240,6,25/09/2021,18145_Sweden
566582,23240,6,25/09/2021,13384_Sweden
566601,21364,1,25/09/2021,16469_Sweden
566602,20719,16,25/09/2021,NA_Sweden
566717,82486,1,26/09/2021,17841_Sweden
566728,22677,20,26/09/2021,15841_Sweden
566732,23240,6,26/09/2021,17716_Sweden
566769,23424,4,27/09/2021,18211_Sweden
566787,22619,1,27/09/2021,NA_Sweden
566850,23242,6,27/09/2021,13662_Sweden
566915,22663,10,27/09/2021,16945_Sweden
566949,46776B,1,27/09/2021,NA_Sweden
566951,22633,10,27/09/2021,17293_Sweden
566959,22141,4,27/09/2021,17530_Sweden
566979,22633,12,28/09/2021,13141_Sweden
567085,23240,6,28/09/2021,12434_Sweden
567167,20996,10,30/09/2021,15547_Sweden
567180,22663,2,30/09/2021,17802_Sweden
567183,17084N,75,30/09/2021,14769_Sweden
567183,21577,4,30/09/2021,14769_Sweden
567183,21135,16,30/09/2021,14769_Sweden
567184,23175,2,30/09/2021,16033_Sweden
567211,20719,5,01/10/2021,14159_Sweden
567290,21672,96,01/10/2021,14646_Sweden
567312,84997A,4,01/10/2021,15500_Sweden
567326,21135,8,01/10/2021,14290_Sweden
567340,21672,12,01/10/2021,12540_Sweden
567474,21232,4,02/10/2021,13448_Sweden
567507,22663,5,02/10/2021,NA_Sweden
567580,23323,12,03/10/2021,16493_Sweden
567619,20719,10,03/10/2021,15203_Sweden
567665,23240,1,03/10/2021,NA_Sweden
567667,23175,1,03/10/2021,NA_Sweden
567670,84536B,1,03/10/2021,NA_Sweden
567670,23376,1,03/10/2021,NA_Sweden
567670,22637,1,03/10/2021,NA_Sweden
567671,22693,4,03/10/2021,NA_Sweden
567671,23175,1,03/10/2021,NA_Sweden
567671,22794,1,03/10/2021,NA_Sweden
567721,20719,100,04/10/2021,12409_Sweden
567878,20996,4,04/10/2021,16910_Sweden
567890,21340,1,04/10/2021,14125_Sweden
567901,84536B,2,04/10/2021,NA_Sweden
567976,23077,20,05/10/2021,13127_Sweden
567982,23242,1,05/10/2021,NA_Sweden
568057,37340,12,05/10/2021,NA_Sweden
568062,23435,10,05/10/2021,14014_Sweden
568069,23345,12,05/10/2021,13336_Sweden
568134,46776B,1,05/10/2021,NA_Sweden
568135,23424,1,05/10/2021,NA_Sweden
568155,22633,12,07/10/2021,17006_Sweden
568163,22795,1,07/10/2021,14540_Sweden
568165,82486,2,07/10/2021,17131_Sweden
568197,22663,10,07/10/2021,16746_Sweden
568219,21232,12,08/10/2021,13468_Sweden
568310,23240,6,08/10/2021,14911_Sweden
568321,22081,10,08/10/2021,13639_Sweden
568333,23424,4,08/10/2021,15344_Sweden
568411,22663,2,09/10/2021,NA_Sweden
568428,23240,1,09/10/2021,14419_Sweden
568505,22663,10,09/10/2021,15311_Sweden
568519,22619,12,09/10/2021,16607_Sweden
568539,22795,4,09/10/2021,13016_Sweden
568653,21232,72,10/10/2021,13798_Sweden
568676,23240,6,10/10/2021,18242_Sweden
568703,37340,12,10/10/2021,12748_Sweden
568712,21232,2,10/10/2021,17841_Sweden
568719,23376,1,10/10/2021,NA_Sweden
568831,23323,3,11/10/2021,16059_Sweden
568895,22663,5,11/10/2021,15356_Sweden
568908,23240,6,11/10/2021,16653_Sweden
568908,21672,12,11/10/2021,16653_Sweden
568994,20719,10,11/10/2021,12598_Sweden
569011,23424,4,12/10/2021,14655_Sweden
569015,23323,12,12/10/2021,13575_Sweden
569026,23240,6,12/10/2021,16101_Sweden
569137,84997a,1,12/10/2021,NA_Sweden
569137,22663,3,12/10/2021,NA_Sweden
569205,23323,5,14/10/2021,16923_Sweden
569221,82486,4,14/10/2021,14970_Sweden
569222,22795,6,14/10/2021,15906_Sweden
569228,22619,5,14/10/2021,15547_Sweden
569230,23323,2,14/10/2021,16533_Sweden
569246,20996,1,15/10/2021,14096_Sweden
569246,22619,4,15/10/2021,14096_Sweden
569372,21232,2,15/10/2021,NA_Sweden
569372,23323,1,15/10/2021,NA_Sweden
569374,21098,3,15/10/2021,NA_Sweden
569403,23240,6,16/10/2021,13319_Sweden
569469,22619,1,16/10/2021,16360_Sweden
569523,22637,6,16/10/2021,16033_Sweden
569523,22795,1,16/10/2021,16033_Sweden
569528,22633,5,16/10/2021,16242_Sweden
569533,22637,1,16/10/2021,16374_Sweden
569544,85131B,2,16/10/2021,NA_Sweden
569550,20719,10,16/10/2021,15955_Sweden
569635,16054,72,17/10/2021,12748_Sweden
569672,20996,48,17/10/2021,17841_Sweden
569693,46000M,10,17/10/2021,17837_Sweden
569726,22693,24,18/10/2021,17419_Sweden
569818,82486,1,18/10/2021,NA_Sweden
569897,82486,1,18/10/2021,17813_Sweden
569898,17084N,1,18/10/2021,NA_Sweden
569900,22141,6,18/10/2021,17651_Sweden
569943,22858,3,18/10/2021,14592_Sweden
570021,46000M,2,19/10/2021,17841_Sweden
570087,21232,2,19/10/2021,NA_Sweden
570103,22663,2,19/10/2021,15719_Sweden
570200,20719,10,19/10/2021,16918_Sweden
570232,22663,1,21/10/2021,14040_Sweden
570243,21259,12,21/10/2021,15606_Sweden
570284,21259,3,22/10/2021,14419_Sweden
570287,22663,10,22/10/2021,17425_Sweden
570388,82486,2,22/10/2021,14911_Sweden
570442,21577,2,22/10/2021,16549_Sweden
570442,20719,1,22/10/2021,16549_Sweden
570499,21331,1,23/10/2021,12772_Sweden
570674,22231,12,23/10/2021,14911_Sweden
570688,82486,2,23/10/2021,NA_Sweden
570818,21232,1,24/10/2021,17841_Sweden
570827,22619,2,24/10/2021,15831_Sweden
570857,22932,1,24/10/2021,15555_Sweden
570859,23323,6,24/10/2021,18277_Sweden
570861,37340,48,24/10/2021,14775_Sweden
570871,20719,1,24/10/2021,NA_Sweden
571034,23345,12,25/10/2021,12359_Sweden
571039,22081,5,25/10/2021,16121_Sweden
571040,22693,24,25/10/2021,15272_Sweden
571056,21340,1,25/10/2021,15367_Sweden
571057,22795,4,25/10/2021,15367_Sweden
571082,23435,1,25/10/2021,NA_Sweden
571082,23376,1,25/10/2021,NA_Sweden
571183,21340,1,26/10/2021,14796_Sweden
571183,21232,4,26/10/2021,14796_Sweden
571215,21672,12,26/10/2021,13810_Sweden
571305,37340,6,29/10/2021,NA_Sweden
571408,21664,3,29/10/2021,15012_Sweden
571433,23376,24,29/10/2021,13015_Sweden
571433,23175,4,29/10/2021,13015_Sweden
571435,23376,24,29/10/2021,14211_Sweden
571476,21232,4,29/10/2021,13546_Sweden
571497,23323,12,29/10/2021,14841_Sweden
571505,84661B,33,29/10/2021,17244_Sweden
571508,23240,1,29/10/2021,NA_Sweden
571509,23323,6,29/10/2021,13110_Sweden
571551,22619,8,30/10/2021,15637_Sweden
571554,21672,2,30/10/2021,NA_Sweden
571681,23077,20,30/10/2021,16734_Sweden
571713,22141,1,30/10/2021,NA_Sweden
571745,23345,12,31/10/2021,14911_Sweden
571797,23175,1,31/10/2021,NA_Sweden
571841,22633,2,31/10/2021,17625_Sweden
571841,21380,2,31/10/2021,17625_Sweden
571845,21263,2,31/10/2021,16869_Sweden
571846,20719,5,31/10/2021,17841_Sweden
571923,22663,10,31/10/2021,12685_Sweden
572035,23077,400,01/11/2021,14646_Sweden
572035,23240,96,01/11/2021,14646_Sweden
572049,84997A,2,01/11/2021,17243_Sweden
572053,22663,10,01/11/2021,14495_Sweden
572065,22932,2,01/11/2021,12556_Sweden
572066,23240,6,01/11/2021,15159_Sweden
572074,22141,8,01/11/2021,16284_Sweden
